AGE OF MOTHER,AGE OF FATHER,YEAR,COUNT
32,30-34,2022,334
32,35-39,2022,165
32,40-44,2022,38
32,45-49,2022,10
32,50-54,2022,1
32,55-59,2022,1
32,60-64,2022,0
32,65+,2022,1
32,Not Stated,2022,14
33,<20,2022,0
33,20-24,2022,2
33,25-29,2022,20
33,30-34,2022,252
33,35-39,2022,179
33,40-44,2022,46
33,45-49,2022,14
33,50-54,2022,2
33,55-59,2022,1
33,60-64,2022,0
33,65+,2022,0
33,Not Stated,2022,25
34,<20,2022,0
34,20-24,2022,0
34,25-29,2022,9
34,30-34,2022,186
34,35-39,2022,209
34,40-44,2022,45
34,45-49,2022,13
34,50-54,2022,1
34,55-59,2022,3
34,60-64,2022,0
34,65+,2022,2
34,Not Stated,2022,15
35,<20,2022,0
35,20-24,2022,1
35,25-29,2022,7
35,30-34,2022,114
35,35-39,2022,232
35,40-44,2022,49
35,45-49,2022,4
35,50-54,2022,4
35,55-59,2022,1
35,60-64,2022,2
35,65+,2022,0
35,Not Stated,2022,19
36,<20,2022,0
36,20-24,2022,0
36,25-29,2022,2
36,30-34,2022,72
36,35-39,2022,173
36,40-44,2022,62
36,45-49,2022,19
36,50-54,2022,6
36,55-59,2022,1
36,60-64,2022,1
36,65+,2022,0
36,Not Stated,2022,11
37,<20,2022,0
37,20-24,2022,1
37,25-29,2022,4
37,30-34,2022,30
37,35-39,2022,124
37,40-44,2022,60
37,45-49,2022,16
37,50-54,2022,5
37,55-59,2022,0
37,60-64,2022,0
37,65+,2022,0
37,Not Stated,2022,12
38,<20,2022,0
38,20-24,2022,2
38,25-29,2022,4
38,30-34,2022,21
38,35-39,2022,82
38,40-44,2022,70
38,45-49,2022,12
38,50-54,2022,4
38,55-59,2022,0
38,60-64,2022,0
38,65+,2022,0
38,Not Stated,2022,14
39,<20,2022,0
39,20-24,2022,1
39,25-29,2022,7
39,30-34,2022,13
39,35-39,2022,68
39,40-44,2022,61
39,45-49,2022,29
39,50-54,2022,0
39,55-59,2022,1
39,60-64,2022,0
39,65+,2022,0
39,Not Stated,2022,6
40,<20,2022,0
40,20-24,2022,0
40,25-29,2022,2
40,30-34,2022,3
40,35-39,2022,43
40,40-44,2022,53
40,45-49,2022,15
40,50-54,2022,5
40,55-59,2022,3
40,60-64,2022,1
40,65+,2022,0
40,Not Stated,2022,5
41,<20,2022,0
41,20-24,2022,0
41,25-29,2022,1
41,30-34,2022,3
41,35-39,2022,11
41,40-44,2022,32
41,45-49,2022,9
41,50-54,2022,1
41,55-59,2022,1
41,60-64,2022,0
41,65+,2022,0
41,Not Stated,2022,5
42,<20,2022,0
42,20-24,2022,0
42,25-29,2022,2
42,30-34,2022,1
42,35-39,2022,5
42,40-44,2022,14
42,45-49,2022,6
42,50-54,2022,2
42,55-59,2022,0
42,60-64,2022,0
42,65+,2022,0
42,Not Stated,2022,1
43,<20,2022,0
43,20-24,2022,0
43,25-29,2022,0
43,30-34,2022,0
43,35-39,2022,6
43,40-44,2022,10
43,45-49,2022,4
43,50-54,2022,1
43,55-59,2022,0
43,60-64,2022,0
43,65+,2022,0
43,Not Stated,2022,1
44,<20,2022,0
44,20-24,2022,0
44,25-29,2022,0
44,30-34,2022,0
44,35-39,2022,0
44,40-44,2022,2
44,45-49,2022,3
44,50-54,2022,0
44,55-59,2022,2
44,60-64,2022,0
44,65+,2022,0
44,Not Stated,2022,0
45,<20,2022,0
45,20-24,2022,0
45,25-29,2022,0
45,30-34,2022,1
45,35-39,2022,0
45,40-44,2022,4
45,45-49,2022,2
45,50-54,2022,1
45,55-59,2022,1
45,60-64,2022,0
45,65+,2022,0
45,Not Stated,2022,0
46,<20,2022,0
46,20-24,2022,0
46,25-29,2022,0
46,30-34,2022,0
46,35-39,2022,0
46,40-44,2022,1
46,45-49,2022,0
46,50-54,2022,0
46,55-59,2022,0
46,60-64,2022,0
46,65+,2022,0
46,Not Stated,2022,0
47,<20,2022,0
47,20-24,2022,0
47,25-29,2022,0
47,30-34,2022,0
47,35-39,2022,0
47,40-44,2022,1
47,45-49,2022,0
47,50-54,2022,0
47,55-59,2022,0
47,60-64,2022,0
47,65+,2022,0
47,Not Stated,2022,0
48,<20,2022,0
48,20-24,2022,0
48,25-29,2022,0
48,30-34,2022,0
48,35-39,2022,0
48,40-44,2022,0
48,45-49,2022,0
48,50-54,2022,0
48,55-59,2022,0
48,60-64,2022,0
48,65+,2022,0
48,Not Stated,2022,0
49,<20,2022,0
49,20-24,2022,0
49,25-29,2022,0
49,30-34,2022,0
49,35-39,2022,0
49,40-44,2022,0
49,45-49,2022,0
49,50-54,2022,0
49,55-59,2022,0
49,60-64,2022,0
49,65+,2022,0
49,Not Stated,2022,0
50,<20,2022,0
50,20-24,2022,0
50,25-29,2022,0
50,30-34,2022,0
50,35-39,2022,0
50,40-44,2022,0
50,45-49,2022,2
50,50-54,2022,0
50,55-59,2022,0
50,60-64,2022,0
50,65+,2022,0
50,Not Stated,2022,0
51,<20,2022,0
51,20-24,2022,0
51,25-29,2022,0
51,30-34,2022,0
51,35-39,2022,0
51,40-44,2022,0
51,45-49,2022,0
51,50-54,2022,0
51,55-59,2022,2
51,60-64,2022,0
51,65+,2022,0
51,Not Stated,2022,0
52,<20,2022,0
52,20-24,2022,0
52,25-29,2022,0
52,30-34,2022,0
52,35-39,2022,0
52,40-44,2022,0
52,45-49,2022,0
52,50-54,2022,0
52,55-59,2022,0
52,60-64,2022,0
52,65+,2022,0
52,Not Stated,2022,0
53,<20,2022,0
53,20-24,2022,0
53,25-29,2022,0
53,30-34,2022,0
53,35-39,2022,0
53,40-44,2022,0
53,45-49,2022,0
53,50-54,2022,0
53,55-59,2022,0
53,60-64,2022,0
53,65+,2022,0
53,Not Stated,2022,0
54,<20,2022,0
54,20-24,2022,0
54,25-29,2022,0
54,30-34,2022,0
54,35-39,2022,0
54,40-44,2022,0
54,45-49,2022,0
54,50-54,2022,0
54,55-59,2022,0
54,60-64,2022,0
54,65+,2022,0
54,Not Stated,2022,0
55,<20,2022,0
55,20-24,2022,0
55,25-29,2022,0
55,30-34,2022,0
55,35-39,2022,0
55,40-44,2022,0
55,45-49,2022,0
55,50-54,2022,0
55,55-59,2022,0
55,60-64,2022,0
55,65+,2022,0
55,Not Stated,2022,0
56,<20,2022,0
56,20-24,2022,0
56,25-29,2022,0
56,30-34,2022,0
56,35-39,2022,0
56,40-44,2022,0
56,45-49,2022,0
56,50-54,2022,0
56,55-59,2022,0
56,60-64,2022,0
56,65+,2022,0
56,Not Stated,2022,0
57,<20,2022,0
57,20-24,2022,0
57,25-29,2022,0
57,30-34,2022,0
57,35-39,2022,0
57,40-44,2022,0
57,45-49,2022,0
57,50-54,2022,0
57,55-59,2022,0
57,60-64,2022,0
57,65+,2022,0
57,Not Stated,2022,0
58,<20,2022,0
58,20-24,2022,0
58,25-29,2022,0
58,30-34,2022,0
58,35-39,2022,0
58,40-44,2022,0
58,45-49,2022,0
58,50-54,2022,0
58,55-59,2022,0
58,60-64,2022,0
58,65+,2022,0
58,Not Stated,2022,0
59,<20,2022,0
59,20-24,2022,0
59,25-29,2022,0
59,30-34,2022,0
59,35-39,2022,0
59,40-44,2022,0
59,45-49,2022,0
59,50-54,2022,0
59,55-59,2022,0
59,60-64,2022,0
59,65+,2022,0
59,Not Stated,2022,0
Not Stated,<20,2022,0
Not Stated,20-24,2022,0
Not Stated,25-29,2022,0
Not Stated,30-34,2022,0
Not Stated,35-39,2022,0
Not Stated,40-44,2022,2
Not Stated,45-49,2022,0
Not Stated,50-54,2022,0
Not Stated,55-59,2022,0
Not Stated,60-64,2022,0
Not Stated,65+,2022,0
Not Stated,Not Stated,2022,1
